CANDIDATE 	THIS ROUND 	TOTAL 	STATUS
Siddiqui, Sumbul 	0  	2182  	 ELECTED -- 1st count
Nolan, Patricia M. 	+8  	2159  	 CONTINUING
Simmons, E. Denise 	+4  	2095  	 CONTINUING
McGovern, Marc C. 	+9  	1785  	 CONTINUING
Toner, Paul F. 	+12  	1771  	 CONTINUING
Azeem, Burhan 	+1  	1570  	 CONTINUING
Mallon, Alanna M. 	+6  	1562  	 CONTINUING
Carlone, Dennis J. 	+4  	1554  	 CONTINUING
Zondervan, Quinton Y. 	0  	1436  	 CONTINUING
Sobrinho-Wheeler, Jivan 	+1  	1373  	 CONTINUING
Williams, Nicola A. 	+4  	1249  	 CONTINUING
Skeadas, Theodora Theo 	+2  	917  	 CONTINUING
McGuirk, Joe 	+14  	659  	 CONTINUING
Bullister, Dana 	+3  	561  	 CONTINUING
Hicks, Tonia D. 	+1  	420  	 CONTINUING
Pierre, Frantz 	+2  	384  	 CONTINUING
Levy, Ilan 	+2  	103  	 DEFEATED -- 5th count
Moree, Gregg J. 	-84  	0  	 DEFEATED -- 4th count
Eckstut, Robert 	0  	0  	 DEFEATED -- 3rd count
Write-In 1 	0  	0  	 DEFEATED -- 2nd count
Write-In 9 	0  	0  	 DEFEATED -- 2nd count
Write-In 2 	0  	0  	 DEFEATED -- 2nd count
Write-In 3 	0  	0  	 DEFEATED -- 2nd count
Write-In 4 	0  	0  	 DEFEATED -- 2nd count
Write-In 5 	0  	0  	 DEFEATED -- 2nd count
Write-In 6 	0  	0  	 DEFEATED -- 2nd count
Write-In 7 	0  	0  	 DEFEATED -- 2nd count
Write-In 8 	0  	0  	 DEFEATED -- 2nd count
EXHAUSTED PILE: 	+11  	34  	   	 
