CANDIDATE 	THIS ROUND 	TOTAL 	STATUS
Cheung, Leland 	0  	1775  	 ELECTED -- 1st count
Maher, David P. 	+34  	1775  	 ELECTED -- 15th count
Toomey, Jr., Timothy J. 	+41  	1687  	 CONTINUING
Benzan, Dennis A. 	+66  	1616  	 CONTINUING
McGovern, Marc C. 	+114  	1592  	 CONTINUING
Simmons, E. Denise 	+82  	1537  	 CONTINUING
Carlone, Dennis J. 	+93  	1518  	 CONTINUING
Mazen, Nadeem A. 	+64  	1496  	 CONTINUING
Kelley, Craig A. 	+107  	1474  	 CONTINUING
vanBeuzekom, Minka Y. 	+146  	1412  	 CONTINUING
Reeves, Kenneth E. 	+47  	1165  	 DEFEATED -- 15th count
Seidel, Sam 	-932  	0  	 DEFEATED -- 14th count
Smith, Jefferson R. 	0  	0  	 DEFEATED -- 13th count
Leslie, Logan Edward 	0  	0  	 DEFEATED -- 12th count
Von Hoffmann, Kristen . 	0  	0  	 DEFEATED -- 11th count
House, Janneke Ann 	0  	0  	 DEFEATED -- 10th count
Mirza, Mushtaque A. 	0  	0  	 DEFEATED -- 9th count
Vasquez, Luis 	0  	0  	 DEFEATED -- 8th count
Mello, Gary W. 	0  	0  	 DEFEATED -- 7th count
Yarden, Elie 	0  	0  	 DEFEATED -- 6th count
Lee, James 	0  	0  	 DEFEATED -- 5th count
Phillips, Lesley Rebec. 	0  	0  	 DEFEATED -- 4th count
Williamson, James M. 	0  	0  	 DEFEATED -- 3rd count
Peden, Ronald 	0  	0  	 DEFEATED -- 2nd count
Moree, Gregg J. 	0  	0  	 DEFEATED -- 2nd count
Write-In 1 	0  	0  	 DEFEATED -- 2nd count
Write-In 2 	0  	0  	 DEFEATED -- 2nd count
Write-In 3 	0  	0  	 DEFEATED -- 2nd count
Write-In 4 	0  	0  	 DEFEATED -- 2nd count
Write-In 5 	0  	0  	 DEFEATED -- 2nd count
Write-In 6 	0  	0  	 DEFEATED -- 2nd count
Write-In 7 	0  	0  	 DEFEATED -- 2nd count
Write-In 8 	0  	0  	 DEFEATED -- 2nd count
Write-In 9 	0  	0  	 DEFEATED -- 2nd count
EXHAUSTED PILE: 	+138  	696  	 
